#GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG02688	8	7	Xh	sp|Q93VP3|IF5A2_ARATH Eukaryotic translation initiation factor 5A-2
VOG02689	38	38	Xu	REFSEQ hypothetical protein
VOG02690	7	7	Xu	REFSEQ hypothetical protein
VOG02691	9	9	Xu	REFSEQ hypothetical protein
VOG02692	8	8	Xu	REFSEQ hypothetical protein
VOG02693	30	29	Xu	REFSEQ hypothetical protein
VOG02694	28	21	Xu	REFSEQ hypothetical protein
VOG02695	9	9	Xu	sp|Q91FJ5|VF329_IIV6 Uncharacterized protein 329R
VOG02696	36	17	Xs	sp|Q5UQ79|YL516_MIMIV Uncharacterized protein L516
VOG02697	8	8	Xh	sp|P08874|ABRB_BACSU Transition state regulatory protein AbrB
VOG02698	14	14	XhXr	sp|P36312|POL1_CPSMV RNA1 polyprotein
VOG02699	28	28	Xu	REFSEQ hypothetical protein
VOG02700	27	23	Xu	sp|P16763|UL27_HCMVA Protein UL27
VOG02701	51	51	Xu	REFSEQ putative virion structural protein
VOG02702	43	41	Xu	REFSEQ hypothetical protein
VOG02703	13	13	Xu	REFSEQ hypothetical protein
VOG02704	6	2	Xu	REFSEQ hypothetical protein
VOG02705	7	7	Xu	REFSEQ hypothetical protein
VOG02706	5	4	Xu	REFSEQ hypothetical protein
VOG02707	102	102	Xu	REFSEQ hypothetical protein
VOG02708	13	13	Xu	REFSEQ hypothetical protein
VOG02709	18	16	Xu	sp|Q5UPT8|YL256_MIMIV Uncharacterized protein L256
VOG02710	10	10	Xu	REFSEQ hypothetical protein
VOG02711	16	10	Xu	sp|Q91FB6|411L_IIV6 Uncharacterized protein 411L
VOG02712	9	6	Xu	REFSEQ hypothetical protein
VOG02713	6	5	Xu	REFSEQ putative phage tail fiber protein
VOG02714	15	6	Xu	REFSEQ F-box domain containing protein
VOG02715	4	4	Xu	REFSEQ acetyltransferase GNAT family protein
VOG02716	7	4	Xu	REFSEQ hypothetical protein
VOG02717	24	5	Xu	REFSEQ HT motif family protein
VOG02718	7	7	Xu	sp|Q8JVC0|P3_PCVC Uncharacterized protein p3
VOG02719	21	21	Xu	REFSEQ hypothetical protein
VOG02720	7	7	Xu	REFSEQ hypothetical protein
VOG02721	21	21	Xu	REFSEQ hypothetical protein
VOG02722	11	7	Xu	REFSEQ hypothetical protein
VOG02723	35	35	XpXs	sp|Q9DIC6|GLYCO_LNYV3 Glycoprotein
VOG02724	4	4	Xu	REFSEQ hypothetical protein
VOG02725	42	15	Xu	REFSEQ hypothetical protein
VOG02726	35	35	Xu	REFSEQ hypothetical protein
VOG02727	47	45	Xh	sp|O60551|NMT2_HUMAN Glycylpeptide N-tetradecanoyltransferase 2
VOG02728	8	6	Xu	REFSEQ hypothetical protein
VOG02729	39	39	Xs	sp|Q5UQU0|YL352_MIMIV Uncharacterized protein L352
VOG02730	9	7	Xu	REFSEQ hypothetical protein
VOG02731	17	17	Xu	REFSEQ hypothetical protein
VOG02732	5	5	Xp	sp|A0A0B5AC19|NSS_SFTSV Non-structural protein NS-S
VOG02733	12	12	Xu	REFSEQ hypothetical protein
VOG02734	21	21	Xu	sp|Q5UP48|YL590_MIMIV Uncharacterized protein L590
VOG02735	9	7	Xu	REFSEQ Beta helix incomplete domain containing protein
VOG02736	12	12	Xu	REFSEQ hypothetical protein
VOG02737	51	51	Xu	REFSEQ hypothetical protein
VOG02738	21	21	Xu	sp|Q196V8|102R_IIV3 Uncharacterized protein 102R
VOG02739	12	3	Xu	REFSEQ hypothetical protein
VOG02740	489	486	Xu	REFSEQ hypothetical protein
VOG02741	21	21	Xu	sp|Q8QZQ9|209R_IIV6 Uncharacterized protein 209R
VOG02742	5	5	Xs	sp|B4YNF9|V19_SPTNK Structural protein V19
VOG02743	53	50	XhXr	sp|P59642|RPOB_TROW8 DNA-directed RNA polymerase subunit beta
VOG02744	35	32	Xu	REFSEQ hypothetical protein
VOG02745	5	4	Xu	REFSEQ hypothetical protein
VOG02746	21	21	Xu	sp|Q8QL27|Y114_SIRV1 Uncharacterized protein 114
VOG02747	17	17	Xu	REFSEQ hypothetical protein
VOG02748	60	60	Xu	REFSEQ hypothetical protein
VOG02749	10	9	Xu	REFSEQ hypothetical protein
VOG02750	7	7	Xu	REFSEQ hypothetical protein
VOG02751	6	6	Xu	REFSEQ hypothetical protein
VOG02752	28	28	XhXp	sp|P03209|RTA_EBVB9 Replication and transcription activator
VOG02753	26	26	Xu	sp|Q5UQV7|YR367_MIMIV Uncharacterized protein R367
VOG02754	6	4	Xu	REFSEQ hypothetical protein
VOG02755	7	7	Xu	REFSEQ hypothetical protein
VOG02756	6	6	Xu	REFSEQ hypothetical protein
VOG02757	112	112	Xu	sp|P07069|Y04K_BPT4 Uncharacterized 12.6 kDa protein in pin-nrdC intergenic region
VOG02758	15	14	Xu	REFSEQ hypothetical protein
VOG02759	81	78	Xu	REFSEQ FtsK/SpoIIIE protein
VOG02760	125	123	Xu	REFSEQ hypothetical protein
VOG02761	9	7	Xh	sp|B2RNN3|C1T9B_HUMAN Complement C1q and tumor necrosis factor-related protein 9B
VOG02762	25	25	Xu	REFSEQ hypothetical protein
VOG02763	9	9	Xh	sp|P54092|VP2_CAV26 Dual specificity protein phosphatase VP2
VOG02764	9	9	Xu	REFSEQ hypothetical protein
VOG02765	112	91	Xh	sp|Q5UQP2|YL446_MIMIV Uncharacterized protein L446
VOG02766	11	7	Xr	sp|P26658|VSR_RSVT Suppressor of RNA silencing p3
VOG02767	4	3	Xu	REFSEQ hypothetical protein
VOG02768	10	10	Xu	REFSEQ hypothetical protein
VOG02769	33	20	Xu	REFSEQ hypothetical protein
VOG02770	71	71	Xu	REFSEQ minor tail protein
VOG02771	10	10	Xu	REFSEQ hypothetical protein
VOG02772	6	6	Xh	sp|Q6QGL2|TFLIV_BPT5 H-N-H endonuclease F-TflIV
VOG02773	52	51	XhXpXs	sp|P0DOM3|G3_VAR67 Protein G3
VOG02774	31	21	Xh	sp|Q0SQ51|SYN_CLOPS Asparagine--tRNA ligase
VOG02775	11	11	Xu	sp|Q5UR11|YL142_MIMIV Uncharacterized protein L142
VOG02776	19	17	Xu	sp|Q5UQT8|YR342_MIMIV Uncharacterized protein R342
VOG02777	9	9	Xu	sp|Q91FV8|VF213_IIV6 Transmembrane protein 213R
VOG02778	16	14	Xu	REFSEQ hypothetical protein
VOG02779	140	140	Xu	REFSEQ hypothetical protein
VOG02780	81	47	Xh	sp|Q5UPU0|HSP7L_MIMIV Heat shock protein 70 homolog
VOG02781	23	9	Xu	REFSEQ hypothetical protein
VOG02782	5	5	Xu	REFSEQ hypothetical protein
VOG02783	4	4	Xu	REFSEQ hypothetical protein
VOG02784	88	88	Xu	REFSEQ hypothetical protein
VOG02785	19	19	Xu	REFSEQ hypothetical protein
VOG02786	17	6	Xu	sp|Q5UPE9|YL074_MIMIV Uncharacterized protein L74
VOG02787	4	4	Xu	REFSEQ hypothetical protein
VOG02788	6	6	Xu	REFSEQ hypothetical protein
VOG02789	131	131	Xu	REFSEQ hypothetical protein
VOG02790	33	17	Xu	REFSEQ putative membrane protein
VOG02791	243	243	Xu	REFSEQ hypothetical protein
VOG02792	24	24	Xu	REFSEQ hypothetical protein
VOG02793	5	5	Xu	REFSEQ hypothetical protein
VOG02794	66	65	Xu	REFSEQ hypothetical protein
VOG02795	9	9	Xu	REFSEQ hypothetical protein
VOG02796	18	18	Xu	REFSEQ hypothetical protein
VOG02797	59	34	Xu	REFSEQ tail assembly chaperone
VOG02798	8	8	Xu	REFSEQ hypothetical protein
VOG02799	24	22	Xu	REFSEQ hypothetical protein
VOG02800	4	4	Xu	REFSEQ hypothetical protein
VOG02801	28	28	Xu	REFSEQ ORF163
VOG02802	18	14	Xu	REFSEQ hypothetical protein
VOG02803	36	29	Xs	sp|Q5UQR4|YR327_MIMIV Uncharacterized protein R327
VOG02804	34	34	Xu	REFSEQ hypothetical protein
VOG02805	14	10	Xu	REFSEQ hypothetical protein
VOG02806	9	9	Xu	REFSEQ hypothetical protein
VOG02807	33	33	Xs	sp|P10219|SCP_HHV11 Small capsomere-interacting protein
VOG02808	13	13	Xu	REFSEQ hypothetical protein
VOG02809	20	20	Xu	REFSEQ hypothetical protein
VOG02810	5	5	Xu	REFSEQ unknown similar to AMEV082
VOG02811	56	52	Xu	REFSEQ hypothetical protein
VOG02812	72	46	Xu	sp|Q5UPW0|YR287_MIMIV Uncharacterized protein R287
VOG02813	6	6	Xu	REFSEQ unknown similar to AMEV218
VOG02814	130	130	Xu	REFSEQ hypothetical protein
VOG02815	25	25	Xu	sp|O36377|VG27_ALHV1 Uncharacterized gene 27 protein
VOG02816	20	15	Xu	REFSEQ hypothetical protein
VOG02817	6	5	Xu	REFSEQ unknown similar to AMEV264
VOG02818	18	18	Xu	REFSEQ hypothetical protein
VOG02819	16	16	Xu	REFSEQ hypothetical protein
VOG02820	9	5	Xu	REFSEQ hypothetical protein
VOG02821	16	16	Xu	REFSEQ hypothetical protein
VOG02822	131	131	XhXpXrXs	sp|A0MZE1|PORTL_BPN4 Probable portal protein
VOG02823	26	26	Xu	REFSEQ hypothetical protein
VOG02824	43	15	Xh	sp|Q5UQR9|YL334_MIMIV Uncharacterized protein L334
VOG02825	190	190	Xu	sp|Q9T1P8|VP50_BPAPS Putative protein p50
VOG02826	17	9	Xu	sp|O55705|061R_IIV6 Uncharacterized protein 061R
VOG02827	58	58	Xu	REFSEQ hypothetical protein
VOG02828	19	19	Xu	REFSEQ hypothetical protein
VOG02829	23	23	Xh	sp|B0S1S2|NADE_FINM2 NH(3)-dependent NAD(+) synthetase
VOG02830	6	6	Xu	REFSEQ hypothetical protein
VOG02831	45	33	Xh	sp|F4HWL4|SYYC2_ARATH Tyrosine--tRNA ligase 2, cytoplasmic
VOG02832	5	5	Xu	REFSEQ hypothetical protein 2
VOG02833	118	118	Xu	REFSEQ hypothetical protein
VOG02834	6	6	Xu	sp|Q00128|VG68_ICHVA Uncharacterized protein ORF68
VOG02835	18	6	Xu	REFSEQ hypothetical protein
VOG02836	9	7	Xu	sp|P41422|Y012_NPVAC Uncharacterized 14.2 kDa protein in PK1-LEF1 intergenic region
VOG02837	7	7	Xu	REFSEQ hypothetical protein
VOG02838	29	29	Xu	REFSEQ hypothetical protein
VOG02839	6	6	Xu	REFSEQ hypothetical protein
VOG02840	7	7	Xu	REFSEQ hypothetical protein
VOG02841	27	25	Xu	sp|P40628|HMGH_IIV6 High mobility group protein homolog
VOG02842	44	35	Xh	sp|Q5JJY4|P2C04_ORYSJ Protein kinase and PP2C-like domain-containing protein
VOG02843	25	21	Xu	REFSEQ hypothetical protein
VOG02844	25	12	Xu	REFSEQ hypothetical protein
VOG02845	4	4	Xu	REFSEQ hypothetical protein
VOG02846	12	8	Xu	REFSEQ hypothetical protein
VOG02847	7	7	Xu	sp|Q00159|VG63_ICHVA Uncharacterized protein ORF63
VOG02848	20	20	Xu	REFSEQ DUF2577 domain-containing protein
VOG02849	4	3	Xu	REFSEQ hypothetical protein
VOG02850	29	28	XhXs	sp|P20983|A4_VACCC 39kDa core protein
VOG02851	9	9	Xu	REFSEQ hypothetical protein
VOG02852	14	4	Xu	REFSEQ hypothetical protein
VOG02853	105	105	Xu	REFSEQ hypothetical protein
VOG02854	12	12	Xu	REFSEQ hypothetical protein
VOG02855	6	6	Xh	sp|Q5HH12|PUR3_STAAC Phosphoribosylglycinamide formyltransferase
VOG02856	11	11	Xu	sp|Q91FT1|241L_IIV6 Cysteine-rich uncharacterized protein 241L
VOG02857	6	6	Xu	REFSEQ hypothetical protein
VOG02858	12	12	Xu	REFSEQ hypothetical protein
VOG02859	7	7	Xu	REFSEQ protein ORF70
VOG02860	50	47	Xu	REFSEQ hypothetical protein
VOG02861	6	6	Xu	REFSEQ baseplate hub subunit and tail lysozyme
VOG02862	39	39	Xu	REFSEQ hypothetical protein
VOG02863	42	41	Xu	REFSEQ tail assembly chaperone
VOG02864	7	7	Xu	REFSEQ hypothetical protein
VOG02865	75	75	Xh	sp|P18569|EGT_NPVAC Ecdysteroid UDP-glucosyltransferase
VOG02866	4	4	Xu	REFSEQ hypothetical protein
VOG02867	49	48	Xu	sp|P76161|REQ2_ECOLI Prophage antitermination protein Q homolog QuuQ
VOG02868	19	14	Xu	REFSEQ hypothetical protein
VOG02869	183	181	XhXp	sp|Q07856|VE6_HPV65 Protein E6
VOG02870	22	22	Xs	sp|Q9YX48|CAPSD_FDVS Putative major capsid protein
VOG02871	10	10	Xu	REFSEQ hypothetical protein
VOG02872	92	81	Xu	sp|Q5UQD6|YR465_MIMIV Uncharacterized protein R465
VOG02873	7	7	Xu	REFSEQ hypothetical protein
VOG02874	148	148	Xu	sp|P20312|Y18_BPT3 Uncharacterized gene 1.8 protein
VOG02875	27	11	Xu	REFSEQ hypothetical protein
VOG02876	14	14	Xu	REFSEQ hypothetical protein
VOG02877	11	11	Xu	REFSEQ hypothetical protein
VOG02878	14	11	Xu	REFSEQ hypothetical protein
VOG02879	103	100	Xu	sp|Q5UQT7|RNC_MIMIV Probable ribonuclease 3
VOG02880	19	19	Xu	REFSEQ hypothetical protein
VOG02881	23	12	Xu	REFSEQ hypothetical protein
VOG02882	35	30	Xu	REFSEQ hypothetical protein
VOG02883	8	8	Xu	REFSEQ hypothetical protein
VOG02884	54	54	Xu	sp|Q7CPS1|YGIB_SALTY UPF0441 protein YgiB
VOG02885	10	10	Xu	REFSEQ hypothetical protein
VOG02886	8	8	Xu	REFSEQ hypothetical protein
VOG02887	20	20	XhXr	sp|Q196X0|RPB1_IIV3 Probable DNA-directed RNA polymerase II subunit RPB1 homolog
VOG02888	6	4	Xr	sp|Q5UPF5|YL079_MIMIV TnpB-like protein L79
VOG02889	7	7	Xu	REFSEQ hypothetical protein
VOG02890	67	67	Xs	sp|P03597|MVP_TOBSV Movement protein
VOG02891	6	6	Xu	REFSEQ hypothetical protein
VOG02892	37	34	Xu	REFSEQ hypothetical protein
VOG02893	13	13	XhXs	sp|P03200|GP350_EBVB9 Envelope glycoprotein GP350
VOG02894	25	23	Xh	sp|P01136|VGF_VACCW Pro-vaccinia growth factor
VOG02895	12	12	Xh	sp|A0A0H3KHN8|ETXA_STAAE Enterotoxin type A
VOG02896	37	37	Xu	REFSEQ minor tail protein
VOG02897	96	96	Xu	sp|Q83951|Y096_NPVOP Uncharacterized 19.4 kDa protein
VOG02898	11	4	Xu	REFSEQ hypothetical protein
VOG02899	31	16	Xu	sp|Q5UNY8|YR736_MIMIV Uncharacterized protein R736
VOG02900	32	32	Xu	REFSEQ hypothetical protein
VOG02901	9	9	Xu	REFSEQ hypothetical protein
VOG02902	111	111	Xu	REFSEQ hypothetical protein
VOG02903	6	6	Xu	REFSEQ hypothetical protein
VOG02904	6	4	Xu	REFSEQ hypothetical protein
VOG02905	31	28	Xh	sp|Q5UPX9|YL233_MIMIV Putative zinc protease L233
VOG02906	4	4	Xu	REFSEQ ORF4
VOG02907	8	6	Xu	REFSEQ hypothetical protein
VOG02908	27	27	Xu	REFSEQ hypothetical protein
VOG02909	6	6	Xu	REFSEQ hypothetical protein
VOG02910	42	13	Xu	REFSEQ hypothetical protein
VOG02911	134	132	Xs	sp|Q6Y7S3|CAPSD_BPPGK Major capsid protein
VOG02912	21	21	Xu	REFSEQ hypothetical protein
VOG02913	11	9	XhXr	sp|Q9F417|RECA_MYCCI Protein RecA (Fragment)
VOG02914	6	6	Xu	REFSEQ phage-related minor tail protein
VOG02915	5	3	Xu	REFSEQ hypothetical protein
VOG02916	20	20	Xu	REFSEQ hypothetical protein
VOG02917	11	8	Xh	sp|P16809|IR11_HCMVA Viral Fc-gamma receptor-like protein IR11
VOG02918	25	15	Xu	sp|Q5UR58|YR804_MIMIV Uncharacterized protein R804
VOG02919	21	20	Xs	sp|Q5UR17|YR658_MIMIV Uncharacterized protein R658
VOG02920	8	8	Xu	REFSEQ hypothetical protein
VOG02921	8	5	Xu	REFSEQ hypothetical protein
VOG02922	29	29	Xu	REFSEQ hypothetical protein
VOG02923	54	53	Xs	sp|P0DSU1|G7_VAR67 Assembly protein G7
VOG02924	8	7	Xh	sp|Q38419|TEV3_BPR03 Intron-associated endonuclease 3
VOG02925	98	94	Xu	sp|P39501|Y13H_BPT4 Uncharacterized 8.7 kDa protein in cd-pseT intergenic region
VOG02926	61	61	Xu	REFSEQ hypothetical protein
VOG02927	14	12	Xu	REFSEQ virion structural protein
VOG02928	10	10	Xu	REFSEQ hypothetical protein
VOG02929	20	20	Xu	REFSEQ hypothetical protein
VOG02930	10	10	Xu	REFSEQ hypothetical protein
VOG02931	5	5	Xu	REFSEQ hypothetical protein
VOG02932	24	12	Xu	REFSEQ tail assembly chaperone
VOG02933	9	9	Xu	REFSEQ hypothetical protein
VOG02934	101	101	Xu	REFSEQ hypothetical protein
VOG02935	47	28	Xu	REFSEQ hypothetical protein
VOG02936	55	55	Xu	REFSEQ hypothetical protein
VOG02937	16	16	Xu	REFSEQ hypothetical protein
VOG02938	8	8	Xu	REFSEQ hypothetical protein
VOG02939	62	62	Xu	REFSEQ hypothetical protein
VOG02940	7	7	Xu	REFSEQ hypothetical protein
VOG02941	4	4	Xu	REFSEQ hypothetical protein
VOG02942	13	13	Xu	REFSEQ hypothetical protein
VOG02943	52	48	Xu	REFSEQ hypothetical protein
VOG02944	17	17	Xu	REFSEQ hypothetical protein
VOG02945	52	40	Xu	REFSEQ hypothetical protein
VOG02946	33	33	Xu	REFSEQ hypothetical protein
VOG02947	31	31	Xu	REFSEQ hypothetical protein
VOG02948	19	13	Xu	REFSEQ structural protein
VOG02949	33	33	Xu	REFSEQ hypothetical protein
VOG02950	7	7	Xu	REFSEQ hypothetical protein
VOG02951	9	9	Xu	REFSEQ hypothetical protein
VOG02952	4	4	Xu	REFSEQ hypothetical protein
VOG02953	10	10	Xu	REFSEQ hypothetical protein
VOG02954	15	8	Xu	REFSEQ hypothetical protein
VOG02955	37	33	Xu	REFSEQ hypothetical protein
VOG02956	19	13	Xu	REFSEQ hypothetical protein
VOG02957	12	10	Xu	REFSEQ hypothetical protein
VOG02958	11	11	Xu	REFSEQ hypothetical protein
VOG02959	75	75	Xu	REFSEQ hypothetical protein
VOG02960	142	142	Xu	REFSEQ hypothetical protein
VOG02961	42	35	Xu	REFSEQ hypothetical protein
VOG02962	42	42	Xu	REFSEQ hypothetical protein
VOG02963	25	24	Xu	REFSEQ hypothetical protein
VOG02964	40	40	Xu	REFSEQ hypothetical protein
VOG02965	131	129	Xu	REFSEQ hypothetical protein
VOG02966	14	14	Xu	REFSEQ hypothetical protein
VOG02967	14	14	Xu	REFSEQ hypothetical protein
VOG02968	152	152	Xu	sp|P20704|Y01J_BPT4 Uncharacterized 8.3 kDa protein in mrh-soc intergenic region
VOG02969	63	61	Xu	REFSEQ hypothetical protein
VOG02970	7	7	Xu	REFSEQ hypothetical protein
VOG02971	15	15	Xu	REFSEQ hypothetical protein
VOG02972	8	8	Xu	REFSEQ hypothetical protein
VOG02973	49	49	Xu	REFSEQ hypothetical protein
VOG02974	27	27	Xu	REFSEQ hypothetical protein
VOG02975	58	56	Xu	REFSEQ hypothetical protein
VOG02976	59	57	Xu	REFSEQ hypothetical protein
VOG02977	62	55	Xu	REFSEQ hypothetical protein
VOG02978	15	15	Xu	REFSEQ hypothetical protein
VOG02979	115	115	Xu	REFSEQ hypothetical protein
VOG02980	7	7	Xu	REFSEQ hypothetical protein
VOG02981	115	114	Xu	REFSEQ hypothetical protein
VOG02982	25	25	Xu	REFSEQ hypothetical protein
VOG02983	7	4	Xu	REFSEQ putative carbohydrate binding domain containing protein
VOG02984	16	14	Xu	REFSEQ hypothetical protein
VOG02985	37	37	Xu	REFSEQ hypothetical protein
VOG02986	7	7	Xu	REFSEQ hypothetical protein
VOG02987	55	54	Xu	REFSEQ hypothetical protein
VOG02988	136	136	Xp	sp|P03704|VRPI_BPT7 Bacterial RNA polymerase inhibitor
VOG02989	155	141	Xu	REFSEQ hypothetical protein
VOG02990	8	8	Xu	REFSEQ hypothetical protein
VOG02991	6	6	Xu	REFSEQ hypothetical protein
VOG02992	37	37	Xu	REFSEQ HNH endonuclease
VOG02993	21	21	Xu	REFSEQ hypothetical protein
VOG02994	77	77	Xu	REFSEQ hypothetical protein
VOG02995	101	99	XhXpXrXs	sp|Q6QGE7|TMP_BPT5 Tape measure protein pb2
VOG02996	65	64	Xu	REFSEQ hypothetical protein
VOG02997	11	11	Xu	REFSEQ hypothetical protein
VOG02998	96	96	Xu	REFSEQ hypothetical protein
VOG02999	8	8	Xu	REFSEQ hypothetical protein
VOG03000	24	22	Xu	REFSEQ hypothetical protein
VOG03001	120	120	Xu	REFSEQ hypothetical protein
VOG03002	14	14	Xu	REFSEQ hypothetical protein
VOG03003	10	10	Xu	REFSEQ hypothetical protein
VOG03004	48	19	Xu	REFSEQ ParB-like nuclease domain protein
VOG03005	8	8	Xu	REFSEQ diguanylate-cyclase GGDEF domain protein
VOG03006	13	13	Xu	REFSEQ hypothetical protein
VOG03007	7	6	Xu	REFSEQ hypothetical protein
VOG03008	4	4	Xu	REFSEQ hypothetical protein
VOG03009	34	28	Xu	REFSEQ hypothetical protein
VOG03010	6	6	Xh	sp|P16518|GP168_BPPH2 Gene product 16.8
VOG03011	87	85	Xu	REFSEQ hypothetical protein
VOG03012	14	14	Xu	REFSEQ hypothetical protein
VOG03013	5	5	Xu	REFSEQ hypothetical protein
VOG03014	35	35	Xu	REFSEQ hypothetical protein
VOG03015	10	10	Xu	REFSEQ hypothetical protein
VOG03016	12	8	Xu	REFSEQ hypothetical protein
VOG03017	34	33	Xu	sp|P15234|YLF1_BPN4 Uncharacterized protein Gp1
VOG03018	21	6	Xu	sp|O48405|GP51_BPSP1 Putative gene 51 protein
VOG03019	23	21	Xu	REFSEQ hypothetical protein
VOG03020	58	58	Xu	REFSEQ hypothetical protein
VOG03021	31	31	XhXs	sp|P07533|SCAF_BPPZA Capsid assembly scaffolding protein
VOG03022	14	14	Xu	REFSEQ hypothetical protein
VOG03023	4	4	Xu	REFSEQ DNA polymerase I
VOG03024	5	5	Xu	REFSEQ double zinc ribbon protein
VOG03025	20	20	Xu	REFSEQ hypothetical protein
VOG03026	4	4	Xu	REFSEQ putative tail fiber protein
VOG03027	13	12	Xu	REFSEQ hypothetical protein
VOG03028	8	6	Xu	REFSEQ hypothetical protein
VOG03029	7	7	Xu	REFSEQ hypothetical protein
VOG03030	9	4	Xu	REFSEQ hypothetical protein
VOG03031	8	7	Xu	REFSEQ hypothetical protein
VOG03032	9	9	Xu	REFSEQ hypothetical protein
VOG03033	5	5	Xu	REFSEQ hypothetical protein
VOG03034	29	29	Xu	REFSEQ hypothetical protein
VOG03035	7	7	Xu	REFSEQ hypothetical protein
VOG03036	26	26	Xu	REFSEQ hypothetical protein
VOG03037	9	9	Xu	REFSEQ hypothetical protein
VOG03038	32	29	Xu	REFSEQ hypothetical protein
VOG03039	10	6	Xs	sp|P27390|VP34_BPPRD Protein P34
VOG03040	81	81	Xu	REFSEQ hypothetical protein
VOG03041	84	84	Xu	sp|P39512|Y16H_BPT4 Uncharacterized 4.8 kDa protein in motA-Gp52 intergenic region
VOG03042	9	7	Xu	REFSEQ hypothetical protein
VOG03043	33	33	Xu	REFSEQ hypothetical protein
VOG03044	10	10	Xu	REFSEQ hypothetical protein
VOG03045	21	21	Xu	REFSEQ hypothetical protein
VOG03046	6	5	Xu	REFSEQ hypothetical protein
VOG03047	11	11	Xu	REFSEQ hypothetical protein
VOG03048	53	51	Xu	REFSEQ hypothetical protein
VOG03049	80	56	Xu	REFSEQ hypothetical protein
VOG03050	7	7	Xu	REFSEQ hypothetical protein
VOG03051	37	35	Xu	REFSEQ hypothetical protein
VOG03052	137	135	Xu	sp|P39243|Y16K_BPT4 Uncharacterized 8.1 kDa protein in ndd-denB intergenic region
VOG03053	16	10	Xu	REFSEQ hypothetical protein
VOG03054	26	21	Xu	REFSEQ hypothetical protein
VOG03055	23	23	Xu	REFSEQ hypothetical protein
VOG03056	37	37	Xu	REFSEQ hypothetical protein
VOG03057	49	44	Xu	REFSEQ hypothetical protein
VOG03058	42	41	Xu	REFSEQ hypothetical protein
VOG03059	147	147	Xu	sp|P39499|Y13F_BPT4 Uncharacterized 10.1 kDa protein in cd-pseT intergenic region
VOG03060	23	23	Xu	REFSEQ hypothetical protein
VOG03061	126	126	Xu	sp|P39426|Y01G_BPT4 Uncharacterized 6.2 kDa protein in modB-mrh intergenic region
VOG03062	15	5	Xu	REFSEQ hypothetical protein
VOG03063	40	40	Xu	REFSEQ hypothetical protein
VOG03064	146	146	Xu	sp|P39496|Y12D_BPT4 Uncharacterized 7.2 kDa protein in alt-Gp30 intergenic region
VOG03065	11	11	Xu	REFSEQ hypothetical protein
VOG03066	6	6	Xu	sp|P39241|MOBD_BPT4 Probable mobile endonuclease D
VOG03067	13	13	Xu	REFSEQ hypothetical protein
VOG03068	43	43	Xu	REFSEQ hypothetical protein
VOG03069	5	3	Xu	REFSEQ uncharacterized protein
VOG03070	16	16	Xu	REFSEQ hypothetical protein
VOG03071	5	5	Xu	REFSEQ hypothetical protein
VOG03072	8	8	Xu	REFSEQ hypothetical protein
VOG03073	8	7	Xu	REFSEQ hypothetical protein
VOG03074	38	38	Xu	REFSEQ hypothetical protein
VOG03075	135	135	Xu	sp|P39223|Y06P_BPT4 Uncharacterized 23.8 kDa protein in e-segB intergenic region
VOG03076	16	16	Xu	REFSEQ hypothetical protein
VOG03077	4	4	Xu	REFSEQ hypothetical protein
VOG03078	12	12	Xu	REFSEQ hypothetical protein
VOG03079	7	7	Xu	REFSEQ tail fiber protein
VOG03080	12	10	Xu	REFSEQ hypothetical protein
VOG03081	14	14	Xu	REFSEQ hypothetical protein
VOG03082	5	5	Xu	REFSEQ hypothetical protein
VOG03083	7	7	Xu	REFSEQ hypothetical protein
VOG03084	9	3	Xu	REFSEQ hypothetical protein
VOG03085	116	116	Xu	sp|P07718|Y16_BPT3 Uncharacterized gene 1.6 protein
VOG03086	12	12	Xu	REFSEQ hypothetical protein
VOG03087	9	9	Xu	REFSEQ hypothetical protein
VOG03088	28	28	Xu	REFSEQ hypothetical protein
VOG03089	6	4	Xu	REFSEQ hypothetical protein
VOG03090	17	14	Xu	REFSEQ hypothetical protein
VOG03091	8	8	Xu	REFSEQ hypothetical protein
VOG03092	27	27	Xu	REFSEQ hypothetical protein
VOG03093	6	6	Xu	REFSEQ hypothetical protein
VOG03094	7	7	Xu	REFSEQ hypothetical protein
VOG03095	10	10	Xu	REFSEQ hypothetical protein
VOG03096	15	15	Xu	REFSEQ hypothetical protein
VOG03097	9	9	Xu	REFSEQ hypothetical protein
VOG03098	44	31	Xu	REFSEQ hypothetical protein
VOG03099	6	3	Xu	REFSEQ hypothetical protein
VOG03100	69	69	Xu	REFSEQ hypothetical protein
VOG03101	14	13	Xu	REFSEQ hypothetical protein
VOG03102	5	5	Xu	REFSEQ hypothetical protein
VOG03103	7	7	Xu	REFSEQ hypothetical protein
VOG03104	21	16	Xu	REFSEQ hypothetical protein
VOG03105	21	21	XhXp	sp|Q7Y2C1|HOLIN_BPKMV Holin
VOG03106	16	16	Xu	REFSEQ hypothetical protein
VOG03107	8	5	Xu	REFSEQ HTH DNA binding domain protein
VOG03108	4	4	Xu	REFSEQ hypothetical protein
VOG03109	205	124	Xu	sp|P32285|Y00G_BPT4 Uncharacterized protein dexA.1
VOG03110	6	5	Xu	REFSEQ hypothetical protein
VOG03111	23	23	Xu	REFSEQ hypothetical protein
VOG03112	9	9	Xu	REFSEQ hypothetical protein
VOG03113	13	13	Xu	REFSEQ hypothetical protein
VOG03114	27	27	Xu	REFSEQ hypothetical protein
